"ID","Heading_date/days","Plant_height/cm","Leaf_length/cm","Leaf_width/cm","Tiller_angle/<U+00B0>","Full_grain_number_per_plant","Valid_panicle_number","Full_grain_number_per_panicle","Kilo-grain_weight/g","Seed_setting_rate.(%)","Yield_per_plant/g","Amylose_content","Gel_consistency","Chalkiness","Chalky_grain_percentage","Grain_shape(Length_to_width_ratio_of_polished_grain)","Grain_translucency_level","X19"
"ZJM663",66,87.67,32.57,1.63,81.3,796,6,135.95,28,0.86,20.31,21.75,35,12.78,30.1,3.097,4,NA
"ZJM668",84,113.33,27.25,1.9,85.3,2590,12,217.09,26.36,0.85,58.23,21.6,38,7.36,23.18,3.224,3,NA
"ZJM670",85,113,30.67,1.83,82.7,1370,9.33,147.11,25.37,0.71,31.78,21.3,40,3.81,14.24,3.148,2,NA
"ZJM672",95,102.33,19.9,1.6,79,1341,12,112.13,31.97,0.75,40.76,17.7,88,3.17,9.92,1.825,1,NA
"ZJM673",94,102.67,22.5,1.53,76,969,8.67,108.39,29.52,0.88,26.78,17.35,90,4.11,17.95,1.973,1,NA
"ZJM674",95,110,25.17,1.6,81,1233,11,112.15,30.83,0.81,34.13,18.5,95,2.99,13.33,1.83,1,NA
"ZJM676",85,118.33,40.9,1.6,85,1208,9.67,125.35,29.69,0.74,32.89,24.8,60,10.2,41.73,2.949,3,NA
"ZJM680",94,114.5,31.17,2.03,80,972,9,110.35,32.99,0.74,28.16,22.05,76,8.67,33.33,3.168,2,NA
"ZJM681",95,126,34.9,1.93,80,2075,11.67,180.33,27.09,0.87,50.73,22.2,90,4.59,17.07,3.092,2,NA
"ZJM682",89,122,31.03,1.83,76.7,1603,10.67,150.6,28.28,0.8,40.5,17.25,88,3.49,12.71,3.412,2,NA
"ZJM683",92,129.33,37.17,2.17,76.3,2105,9,234.2,25.01,0.8,45.23,21.45,76.5,4.85,19.69,3.014,2,NA
"ZJM684",92,127.33,44,1.8,74,2598,11.67,224.8,27.97,0.87,61.57,24.1,49,8.4,25.61,3.21,2,NA
"ZJM686",88,128,48.9,1.97,82.7,1220,7.67,159.48,30.02,0.69,34.28,22.25,76.5,18.2,64.36,2.501,3,NA
"ZJM692",92,106.67,24.77,1.73,85.3,513,5,100.06,29.15,0.62,14.05,18.6,76,1.6,8.42,1.826,1,NA
"ZJM693",78,94.33,39.6,1.7,82.3,808,6.33,118.29,23.54,0.7,18.52,15.65,83,6.03,22.14,1.884,1,NA
"ZJM695",82,102.33,34.3,1.83,84,1574,8.33,190.88,24.33,0.84,36.3,15.95,69,8.53,26.71,1.935,2,NA
"ZJM696",78,94,30.1,1.97,83.7,1252,7,177.94,23.63,0.78,27.51,15.15,80,14.25,49.59,1.961,3,NA
"ZJM697",81,109.67,40.9,1.83,83.3,1124,4.67,242.1,24.58,0.72,25.84,15.4,89,6.39,21.68,1.912,1,NA
"ZJM701",84,125.67,36.23,1.97,79.7,1861,7,265.86,23.83,0.86,41.43,22.2,45,21.04,58.16,3.035,3,NA
"ZJM705",82,115.67,40.53,1.8,81.3,1541,5.67,275.07,26.52,0.93,38.33,20.25,56.5,3.05,10.86,3.058,2,NA
"ZJM707",94,109.67,33.07,1.7,80,718,4.33,169.13,29.56,0.89,19.72,18.9,78.5,1.65,6.59,1.833,1,NA
"ZJM709",69,114.67,38.5,1.97,84.7,845,4.67,181.32,28.65,0.89,22.86,15.4,65,40.7,79.53,1.989,5,NA
"ZJM710",70,118.67,44.37,1.7,77.7,1278,7.67,174.17,25.33,0.86,30.62,15.7,80,8.31,29.3,2.238,2,NA
"ZJM711",70,89.33,29.37,2.1,77.7,623,3.33,188.61,25.87,0.82,14.55,14.4,48,13.32,34.41,2.01,3,NA
"ZJM713",67,97.33,38.2,1.7,79.7,623,5,124.6,30.5,0.78,17.88,15.5,35,31.94,51.75,1.91,5,NA
"ZJM714",70,94.33,25.57,2.03,78.3,540,3.67,147.42,29.63,0.73,14.84,15.1,41.5,31.2,58.11,1.914,4,NA
"ZJM715",75,110.33,32.83,1.97,83,780,4.67,169.78,27.33,0.76,19.33,17.35,65,21.52,51.26,1.919,3,NA
"ZJM716",69,100.67,41.07,1.3,76.3,490,5.67,87.34,30.18,0.85,13.85,17.3,35,30.78,59.02,1.857,4,NA
"ZJM718",73,96.67,29.73,1.77,81.7,570,5.75,100.07,28.26,0.66,15.31,14.8,55,9.5,29.13,1.792,3,NA
"ZJM719",90,120.33,40.7,1.63,81,2154,12.67,170.32,23.04,0.82,45.59,22.1,84,5.34,24.44,2.32,3,NA
"ZJM720",74,111,40.53,1.73,80.7,1195,6.33,199.6,25.58,0.85,27.58,22.85,58,75.02,97.95,2.194,3,NA
"ZJM721",64,94.67,33.2,1.4,73,393,4,115.97,29.37,0.77,10.57,17.1,52,48.39,77.7,1.729,5,NA
"ZJM722",85,123.33,42.5,1.7,78.3,2382,11.33,206.86,28.03,0.84,63.87,23.85,35,5.65,21.05,2.573,3,NA
"ZJM725",79,114.67,48.57,1.7,82.3,1279,6.67,192.36,23.23,0.85,27.56,22.55,35,13.77,40.54,3.154,3,NA
"ZJM728",86,128,39.2,1.8,76.7,1410,8.67,163.6,26.68,0.78,34.61,15.45,85,5.92,15.61,3.38,3,NA
"ZJM729",78,119.33,44.23,1.67,76.7,1020,6.67,155.71,27.24,0.85,26.58,22.4,43,14.38,47.21,3.035,4,NA
"ZJM731",82,122,57.47,1.53,82.7,1434,7.33,194.69,28.32,0.89,37.66,21.85,53.5,13.36,47.14,3.079,3,NA
"ZJM732",84,127,52.57,1.63,77.7,1065,4.67,229.14,28.75,0.88,28.49,23.8,59.5,9.23,30.48,3.181,3,NA
"ZJM734",85,123.67,37.13,1.67,83.3,2636,17.67,147.73,32.47,0.78,79.52,17.5,91,7.26,24.07,3.074,2,NA
"ZJM740",90,126.33,34.3,1.97,79,902,6,151.69,33.08,0.82,28.05,22.7,50,16.41,49.38,2.809,3,NA
"ZJM741",86,116.67,32.47,1.8,80,962,5.67,172.26,30.22,0.84,26.52,16.75,80,6.8,23.96,3.45,2,NA
"ZJM745",84,114.33,56.2,1.87,77.3,1187,5.67,202.79,25.22,0.74,27.34,23.65,40,8.32,28.84,3.111,3,NA
"ZJM750",85,124,48.9,1.93,83.3,1784,7.67,233.15,25.98,0.85,43.66,3.1,98,44.5,82.75,2.478,5,NA
"ZJM753",84,118,46.97,1.67,83.3,1188,5.33,215.95,29.52,0.9,33.55,21.85,35,17.56,62.73,2.694,3,NA
"ZJM756",128,120.67,39.3,2.07,85,1076,4.33,245.08,24.73,0.77,23.64,21.65,35,80.19,100,2.391,1,NA
"ZJM758",84,116.33,37.43,1.63,79,1476,7.33,201.04,26.38,0.85,36.52,15.6,82.5,7.77,22.86,3.579,3,NA
"ZJM762",90,128.33,44.03,1.97,82.3,1640,7,234.64,25.17,0.7,37.15,21.6,37,2.8,9.66,3.268,2,NA
"ZJM765",83,115.67,40.73,1.83,80.3,1203,5.33,225.51,29.56,0.84,32.76,20.55,40,10.41,39.88,3.139,3,NA
"ZJM767",89,116.33,41.57,1.83,85.3,1698,8.67,199.59,24.96,0.77,38.21,20.85,40,4,16.23,3.124,3,NA
"ZJM773",90,124.33,45.6,1.93,83.3,1239,7,178.08,27.1,0.61,31.75,22.75,54,7.5,32.52,3.348,2,NA
"ZJM776",85,133,55.57,1.97,82.3,1345,5,267.77,29.44,0.8,36.26,23.25,44,8.93,33.06,3.293,3,NA
"ZJM779",86,125.67,41.57,2.07,82,1541,6.33,240.79,29.91,0.86,41.36,14.3,90,7.03,24.71,2.993,2,NA
"ZJM782",82,111,40.5,1.97,82,1125,8.33,141.8,27.93,0.58,29.81,18.45,70,3.63,12.5,3.281,2,NA
"ZJM786",89,133,39.93,2.5,85.3,973,6,156.35,34.98,0.71,30.99,23.8,71,10.87,44.94,3.005,3,NA
"ZJM787",90,120.33,41.4,2.27,83.3,1180,5,236.07,31.39,0.75,33.98,23.55,41,6.46,27.53,3.039,2,NA
"ZJM788",90,132.33,39.03,2.53,81.7,1145,5.67,199.73,29.83,0.63,32.07,25.35,43,15.79,56.42,2.309,3,NA
"ZJM791",85,121.67,38.5,2.1,84,721,3,240.33,28.02,0.78,18.78,16.75,80,3.03,15.49,3.365,2,NA
"ZJM792",94,134.33,44.5,2.47,81.3,1273,6,213.34,31.58,0.87,37.97,23.45,51,11.83,52.25,2.41,3,NA
"ZJM793",89,130.67,41.33,2.23,79,1102,5.67,192.48,31.3,0.78,32.29,21,36,10.74,39.74,2.303,3,NA
"ZJM796",91,127.33,40.63,1.93,80,1123,7,160.25,29.19,0.71,28.46,22.65,42,10.82,43.05,3.052,2,NA
"ZJM797",90,130,39.37,2.33,80,1617,7.67,213.74,27.54,0.82,40.01,22.5,50,10.89,38.55,2.551,3,NA
"ZJM801",91,131,41.37,2.07,84,938,6.33,148.27,29.18,0.61,24.88,23.35,45,7.47,29.61,3.132,3,NA
"ZJM802",87,127.67,42.47,1.97,78.7,1221,9,138.01,34.76,0.76,39.67,16.8,72,1.91,7.24,3.079,2,NA
"ZJM806",84,126.67,45.77,2.23,82,1402,7.67,185.35,34.22,0.7,44.28,25,42,20.32,66,2.949,3,NA
"ZJM810",90,134.67,55,2.17,83.3,1650,7.67,222.74,29,0.82,43.69,22.05,66,8.21,34.43,2.837,3,NA
"ZJM811",84,119.67,58.1,1.73,81.7,1339,6.33,211.85,30.98,0.75,37.56,22.55,82,9.37,39.35,3.302,3,NA
"ZJM812",84,132.33,47.87,2.2,81.7,1776,9,196.34,30.44,0.85,50.02,16.3,90,8.55,28.57,3.141,3,NA
"ZJM814",84,119.33,44.37,1.7,82,1657,7,240.57,28.65,0.9,44.23,22.65,70,4.83,20.12,3.395,2,NA
"ZJM815",84,116.67,50.73,1.67,79.7,1597,6.33,257.13,29.73,0.87,43.54,22.85,56.5,7.05,26.42,3.245,3,NA
"ZJM816",83,136.67,48.27,2.5,80,1855,7.33,251.39,29.83,0.8,49.06,25.55,77,11.09,37.9,2.3,3,NA
"ZJM825",87,113.33,50.17,2.23,83.7,1721,7.33,235.69,26.88,0.86,42.69,22.6,46,10.77,37.26,2.395,3,NA
"ZJM826",75,105,39.03,1.67,75,942,6.33,148.08,30.38,0.84,26.6,22.4,45,31.55,68.71,2.48,4,NA
"ZJM829",87,118.67,39.13,1.77,84.3,1833,10.67,172.38,25.53,0.8,42.48,22.8,59,8.73,34.38,3.18,3,NA
"ZJM830",87,128.67,52.9,2,84.3,1227,5,247.73,27.58,0.71,31.14,22.6,57,15.46,49.09,2.494,3,NA
"ZJM834",75,99.67,42.4,1.7,79,1227,8,153.33,30.93,0.89,35.6,23.4,40,14.33,50.71,3.213,3,NA
"ZJM845",85,122,38.27,1.83,83.3,998,5.33,191.54,30.95,0.8,28.92,21.35,45,15.82,49.59,2.49,3,NA
"ZJM847",86,132.33,44.97,1.83,81.7,1143,6.33,187.06,28.71,0.76,29.68,21.9,72.5,5.59,20.41,3.155,3,NA
"ZJM851",86,134.67,40.2,1.87,84,942,5.33,179.95,30.9,0.79,26.85,22.8,77.5,16.95,60.56,2.427,4,NA
"ZJM853",86,125,31.33,1.87,81.3,1070,7.33,136.49,31.65,0.76,31.44,19.95,77.5,16.88,55.34,2.84,4,NA
"ZJM854",90,133,34.33,2,78,905,4,226.82,25.67,0.74,21.72,22.9,70,9.5,39.31,2.439,3,NA
"ZJM856",87,128.33,38.93,2.07,81,1514,7.67,200.66,29.86,0.81,42.06,23.65,92,13.13,48.18,2.567,3,NA
"ZJM857",87,123,35.87,2.33,85.7,1844,7,263.05,24.85,0.85,41.78,25.8,70,15.73,46.09,2.362,4,NA
"ZJM866",85,135.67,35.4,2.03,82.3,1518,7,216.86,26.73,0.82,38.88,15.4,87.5,6.16,23.47,2.703,3,NA
"ZJM867",85,121.33,36.43,2,80,912,5,188.23,26.49,0.82,22.54,15.65,85,5.29,18.67,2.755,3,NA
"ZJM869",81,126.67,34.57,1.83,85,1481,8.33,180.3,30.06,0.88,42.33,16.85,80,8.22,24.77,2.851,2,NA
"ZJM874",84,120.33,44.73,1.7,82.7,1388,10,141.67,31.53,0.76,42.2,13.55,70,8.15,30.18,3.253,3,NA
"ZJM875",90,122.67,49.67,2.03,82.7,1703,7.67,221.09,27.13,0.7,41.17,23.75,65,5.26,18.89,2.797,2,NA
"ZJM880",85,128.33,48.83,1.77,80.3,1194,6.33,192.29,30.69,0.79,32.86,23.75,84.5,16.71,60,3.09,3,NA
"ZJM881",85,122.67,41.5,1.9,83.3,1263,5,253.87,28.02,0.87,32.33,24.05,76,7.52,28.57,3.15,3,NA
"ZJM883",86,136.33,54.67,1.93,83.7,1406,6.33,221.92,29.31,0.67,37.97,27.7,78.5,8.66,31.94,3.136,3,NA
"ZJM884",83,126.33,41.53,1.7,83.7,1100,6.67,164.9,32.43,0.83,33.5,15.9,85,6.97,21.74,3.246,3,NA
"ZJM885",84,121.33,36.93,1.67,85.7,1054,6.33,166.59,30.09,0.76,29.45,23.4,68,6.68,31.09,3.394,3,NA
"ZJM886",83,126,37.47,1.93,78.7,1592,7.67,208.76,26.27,0.82,39.56,16.25,80,17.32,55.43,2.711,3,NA
"ZJM889",86,126,48.77,2.1,84.3,1599,8.33,193.71,29.13,0.88,43.55,22.6,63,16.85,61.36,2.235,4,NA
"ZJM894",84,113.67,48.8,1.7,78.3,1783,9.33,188.87,29.61,0.81,48.64,23.3,45,8.49,30.69,3.355,2,NA
"ZJM897",76,112.33,39.73,1.87,85,1296,9,141.56,27.68,0.9,33.76,22.05,72.5,9,31.38,3.12,3,NA
"ZJM898",75,102,37.03,1.93,77.7,1675,11.25,156.3,28.11,0.83,43.85,25.3,51,19.62,53.55,2.823,4,NA
"ZJM899",86,111.33,36.07,1.83,78.3,2716,12,227.19,26.59,0.89,66.52,15.85,85,1.9,7.52,3.093,2,NA
"ZJM900",70,93,31.27,1.67,81.7,1404,12.33,115.26,24.96,0.85,33.35,13.7,85,4.22,16.95,3.092,3,NA
"ZJM901",79,104,27.5,1.77,80.3,702,5,140.58,25.53,0.9,16.84,22.95,44,8.91,30.04,3.13,3,NA
"ZJM903",83,114.33,45.9,1.9,78.7,1406,8,174.02,27.56,0.86,36.01,22.2,46,10.1,32.91,3.065,3,NA
"ZJM904",83,111.33,54.6,1.8,78.7,2202,10,220.25,25.71,0.91,50.6,22.1,40.5,5.2,19.56,3.168,2,NA
"ZJM905",85,117.33,53.3,1.5,81.7,1540,8.33,187.91,27.82,0.76,39.3,22.5,41,4.06,15.05,3.41,2,NA
"ZJM908",85,130,42.1,1.6,83.3,1289,7,184.94,28.85,0.86,34.09,23.05,37.5,6.28,27.59,3.401,3,NA
"ZJM909",63,86,28.03,1.73,79,988,9.5,106.19,26.53,0.89,24.04,22.45,30,8.45,25.6,3.204,2,NA
"ZJM910",69,93,36.3,1.43,79.7,1126,10,112.34,25.58,0.87,26.51,20.4,35,8.49,26.82,3.389,3,NA
"ZJM912",83,112.67,41.1,1.77,77,2176,10.33,211.47,28.34,0.88,55.43,13.85,89,4.49,17.36,3.351,3,NA
"ZJM915",62,78.67,29.83,1.7,72.7,874,9.67,90.91,27.5,0.77,21.9,23.6,30,13.68,37.23,3.197,3,NA
"ZJM919",81,110,33.55,2.1,85,1778,8.67,216.36,25.3,0.79,41.08,21.7,40,6.49,23.56,3.297,2,NA
"ZJM921",91,120.33,44.63,2.03,82.7,1253,6.33,198.04,25.15,0.73,30.17,22.45,98.5,6.2,24.56,3.308,2,NA
"ZJM926",71,105,33.4,2,77,1029,7.33,140.4,27.23,0.93,25.6,22.35,30,23.17,45.19,3.093,3,NA
"ZJM932",71,93.67,29.67,1.63,77,758,7,109.15,25.38,0.82,16.95,14.45,76,9.6,21.74,3.206,3,NA
"ZJM934",75,94,34.23,1.43,78,923,7.33,126.1,28.42,0.83,24.25,14.6,48,6.74,22.48,3.393,3,NA
"ZJM940",82,110.67,45.2,1.63,83.3,1665,7.67,217.09,24.23,0.87,37.55,25.9,40,4.54,15.87,3.172,2,NA
"ZJM941",87,142.33,54.27,2.03,84.3,1795,6.67,269.48,25.33,0.84,41.76,15.9,75,1.71,6.41,3.062,2,NA
"ZJM946",74,111.67,37.37,1.53,72,1249,8,155.97,27.98,0.89,32.14,27.3,47.5,14.71,48.05,3.2,3,NA
"ZJM948",78,117.67,44.07,1.67,76.3,1432,8,179.8,23.99,0.92,32.6,24.25,35.5,9.78,30.58,3.037,3,NA
"ZJM950",87,130.33,36.8,1.77,85.3,1316,8,165.81,30.61,0.79,36.5,23.05,88,83.84,100,3.17,2,NA
"ZJM951",86,129,49.2,1.63,84.3,1248,5.33,233.03,27.03,0.78,30.68,22.35,68,2.54,9.93,3.316,2,NA
"ZJM955",83,124.33,42.6,1.67,83.3,720,5.33,139.18,27.13,0.61,18.97,23.95,38,7.72,26.15,3.203,2,NA
"ZJM960",79,109.67,31.77,1.7,82.3,1027,8.33,124.57,26.01,0.83,25,12,87.5,5.37,15.91,3.163,3,NA
"ZJM962",68,106,27.8,1.67,70.7,926,6,161.91,26.63,0.89,22.55,22.5,35,27.44,62.64,3.098,4,NA
"ZJM963",80,112.33,35.83,1.77,80,1146,7.67,149.28,27.01,0.82,29.4,24.25,36,6.93,23.38,3.02,3,NA
"ZJM965",80,114,45.7,1.6,84,1724,11,159.07,26.97,0.86,43.06,22.4,43,5.19,17.57,3.151,3,NA
"ZJM966",86,109.67,38.67,1.93,85.7,1889,6,314.83,26.5,0.87,43.28,13.65,83.5,10.09,25.5,2.826,3,NA
"ZJM967",63,104.33,35.47,1.8,77,893,6.67,146.47,30.07,0.85,24.02,26.15,30,36.95,79.17,3.104,4,NA
"ZJM971",90,127.33,33.47,2.03,77.7,1502,7.67,196.5,27.39,0.88,38.24,25.5,50,3.75,14.61,3.214,3,NA
"ZJM972",68,88.33,35.55,1.3,69.7,1365,13,106.79,26.63,0.76,33.71,15.4,80,11.53,32.26,3.195,4,NA
"ZJM973",87,113.33,36.33,1.83,83.3,1883,8.33,225.8,24.01,0.72,42.29,20.1,80,2.52,9.29,3.105,3,NA
"ZJM975",83,113.33,48.63,1.83,84,1271,5.67,227.08,23.16,0.89,27.71,17.65,65,2.47,10.2,2.697,2,NA
"ZJM977",64,92,26.53,1.47,73.7,697,5,146.32,29.2,0.78,18.45,24.3,35,11.14,29.01,3.161,3,NA
"ZJM978",83,119.67,34.93,1.63,77,1304,9.33,137.33,29.08,0.9,35.3,27.15,36.5,10.6,30.6,3.032,3,NA
"ZJM983",75,111.67,32.13,1.63,72.7,1241,8.67,142.27,24.5,0.86,28.29,17.55,80,2.4,7.14,3.331,3,NA
"ZJM985",89,127.33,39.47,1.8,78.7,1019,6.67,149.38,28.17,0.74,25.91,26.45,81,9.17,36.11,3.019,3,NA
"ZJM992",81,113,42.1,1.83,84.3,1311,7.33,181.23,26.88,0.83,32.95,18.15,77.5,5.22,19.53,2.059,1,NA
"ZJM993",84,125,42.17,1.73,85.7,1819,8,232.17,27.88,0.82,48.92,23.4,37.5,15.57,59.12,2.75,3,NA
"ZJM996",90,118.33,35.47,1.77,84.3,1091,7.33,145.22,24.15,0.74,24,16,88,1.75,4.56,2.089,1,NA
"ZJM997",76,117.33,42,1.97,77.3,1688,7.33,231.24,25.45,0.78,39.37,22.8,35,20.35,51.6,2.929,4,NA
"ZJM998",84,118.67,42.93,1.77,78.3,1191,6,198.99,24.8,0.87,27.58,14.7,85,4.14,12.9,2.419,1,NA
"ZJM1001",86,126.67,49.97,2.13,78.3,1729,5.67,304.51,25.43,0.79,40.6,25.05,61,14.48,55.12,2.382,3,NA
"ZJM1003",87,117.67,36.8,1.7,80.7,1185,7.33,161.52,30.63,0.8,33.21,24.22,51.5,13.54,49.47,3.109,3,NA
"ZJM1005",91,117,37.5,1.93,86.3,1521,8.67,176.42,32.28,0.81,44.25,23.935,70,12.53,45.97,3.01,3,NA
"ZJM1006",80,117.33,52.25,1.87,86.3,1911,7.33,260.79,26.74,0.82,48.65,22.755,52,13.08,51.53,2.512,3,NA
"ZJM1008",92,132.33,38.53,1.93,85.3,1277,7.67,166.03,25.11,0.76,28.28,20.01,80,5.96,24.14,2.067,1,NA
"ZJM1009",87,122.33,45.7,2.2,83.7,2088,7,298.24,26.44,0.77,50.4,24.015,69,9.84,34.25,2.244,3,NA
"ZJM1012",78,111,41.1,2.07,75.3,1648,6.67,244.53,26.13,0.89,38.27,16.85,83.5,10.33,29.7,3.252,3,NA
"ZJM1014",88,122.67,38.2,2.07,80.3,2778,10,277.88,28.33,0.9,72.96,24.35,70,8.42,37.38,2.58,3,NA
"ZJM1016",80,109,47.8,1.83,83.7,1869,9.5,199.78,33.6,0.74,59.25,23.065,80,17.38,55.46,2.971,3,NA
"ZJM1017",79,111.33,48,1.73,83.7,1711,6.33,271.35,29.33,0.88,47.46,15.94,84,8,25.78,3.164,3,NA
"ZJM1021",77,96,40.83,1.73,79,1218,11,110.68,26.41,0.87,30.7,23.93,65.5,14.73,44.51,2.991,4,NA
"ZJM1022",78,96.33,46.83,1.6,75,1267,10.33,122.65,26.3,0.9,30.7,23.43,49,5.9,22.03,3.172,2,NA
"ZJM1023",83,108.67,28.47,1.7,78.3,1128,9.67,115.98,27.89,0.82,29.33,23.615,80,6.73,21.74,3.066,3,NA
"ZJM1024",81,115.33,56.03,2,81.7,2359,10.33,229.2,22.73,0.9,51.47,24.1,52,4.06,12.95,3.011,3,NA
"ZJM1025",83,111.33,50.47,2.07,80,1727,7.33,244.12,23.51,0.83,38.09,23.035,64,6.68,22.35,2.966,3,NA
"ZJM1026",80,104.33,43.4,1.77,73.3,856,8.33,105.02,33.25,0.79,26.25,14.145,84,8.68,29.63,3.058,3,NA
"ZJM1027",83,112.33,46.9,1.63,80.7,2113,11.5,183.18,26.61,0.88,53,21.54,51,10.71,38.51,2.414,3,NA
"ZJM1029",79,95,41.87,1.5,77.7,1164,9.33,129.36,25.43,0.8,26.82,22.275,60,4.39,14.93,3.374,3,NA
"ZJM1030",79,108.67,38.53,1.77,79.7,1891,11.5,162.36,25.8,0.85,45.38,24.225,65,3.54,12.59,3.329,2,NA
"ZJM1033",79,109,31.2,1.5,76.7,1367,9.33,147.97,24.41,0.73,30.86,24.4,57,10.54,30.73,2.593,3,NA
"ZJM1036",86,119,36,2.2,82.7,1336,6,216.58,25.58,0.86,32.08,24.615,64,4.99,18.15,2.789,2,NA
"ZJM1038",93,130,37.4,1.93,79.3,1781,8.33,212.4,31.07,0.9,50.16,21.34,74,4.36,15.38,3.159,2,NA
"ZJM1039",91,132.33,48.53,2.53,85.7,1676,5.33,314.04,26.48,0.73,40.52,24.7,89,4.99,18.28,2.58,2,NA
"ZJM1040",79,118,51.07,1.9,74.3,1934,7.67,254.08,26.34,0.93,47.71,19.205,75,1.68,7.86,3.06,2,NA
"ZJM1050",86,118,49.1,1.93,83.7,1660,8.33,196.77,26.26,0.71,40.8,24.485,46,7.44,27.63,2.539,3,NA
"ZJM1061",75,102.67,42.9,1.77,78,1251,7.33,172.18,26.72,0.79,31.85,15.22,77,7.09,25.44,3.428,3,NA
"ZJM1069",79,130.33,47.23,1.8,83.3,1015,7,147.24,32.2,0.76,30.31,19.15,72,13.56,45.58,3.219,3,NA
"ZJM1070",81,120.33,36.03,1.67,82,1220,5.33,230.37,25.88,0.94,29.61,17.825,80,3.26,13.25,3.046,2,NA
"ZJM1072",86,125.33,41.8,1.7,84.3,1635,7,228.61,26.73,0.74,40.37,24.26,49,7.27,32.33,2.414,1,NA
"ZJM1073",87,131.33,39.83,1.7,77,1374,6,230.82,24.83,0.76,31.75,24.44,41.5,8.24,26.25,2.479,3,NA
"ZJM1080",87,130.33,41.4,1.25,80,1343,7.33,182.12,31.79,0.82,39.33,23.6,55,11.29,40.38,2.848,3,NA
"ZJM1081",90,127.67,37.87,1.25,80.7,892,6.67,131.88,31.91,0.87,26.13,23.315,77,10.24,32.99,3.006,3,NA
"ZJM1082",90,123,40.23,2.33,84,1125,5.67,198.9,29.79,0.91,30.65,23.235,67.5,12.86,52.53,2.779,3,NA
"ZJM1086",79,109.67,41.2,1.57,81,1076,9,121.38,26.24,0.84,25.98,24.415,51,8.9,28.14,2.783,2,NA
"ZJM1089",76,98.33,40.13,2.27,80,1227,9,136.16,26.26,0.74,28.41,16.1,84,7.38,25.85,2.168,1,NA
"ZJM1090",74,90.67,35.93,1.57,83,748,8,91.36,26.64,0.85,19.08,18.64,80,9.02,25.91,1.825,1,NA
"ZJM1091",75,108.67,34.07,2.3,84,1319,6,218.39,24.61,0.86,29.78,15.475,85,10.25,27.18,2.179,1,NA
"ZJM1092",76,100.67,38.23,2.4,78.3,1496,9.5,157.22,26.05,0.83,35.29,16.275,70,6.6,22.97,2.161,1,NA
"ZJM1093",76,100.67,36.93,1.7,83,727,6.33,115.27,26.39,0.7,17.86,18.69,74,4.54,17.06,1.917,1,NA
"ZJM1094",92,123,40.37,2.03,78.3,1038,5.33,195.35,30.96,0.87,30.18,18.925,67.5,2.84,11.39,3.045,2,NA
"ZJM1096",77,103,43.9,2.23,78,1205,6.67,180.02,20.76,0.87,23.04,24.63,30,16.76,39.83,2.698,4,NA
"ZJM1098",79,111.67,47.63,1.63,79.7,1469,8,183.72,24.43,0.88,34.58,23.605,42,16.85,49.25,2.648,4,NA
"ZJM1099",83,109,41.23,2.03,82.7,1326,6.67,195.92,23.32,0.9,29.19,24.525,55,10.3,39.94,2.514,3,NA
"ZJM1102",83,110,34.1,1.77,84.3,1536,7.33,209.93,23.98,0.8,33.58,22.695,52,11.49,37.56,3.148,3,NA
"ZJM1103",85,118.33,42.4,1.7,75,1808,7.33,249.35,22.86,0.82,37.3,23.1,40,5.5,22.08,2.657,3,NA
"ZJM1107",121,111.33,45.57,2.03,80,1441,8,180.23,26.96,0.7,35.31,22.785,72.5,4.42,20.97,2.849,2,NA
"ZJM1108",82,115.33,43.83,1.73,86,1054,5.33,195.35,25.92,0.8,24.74,22.5,59,5.14,21.62,3.048,2,NA
"ZJM1111",79,116,40.93,1.93,83,1062,5,210.04,29.37,0.87,28.76,23.99,44,34.44,97.61,2.196,4,NA
"ZJM1112",126,116.33,35.33,2,80,1534,7.67,198.62,22.73,0.89,31.91,24.015,51,5.25,26.57,2.46,1,NA
"ZJM1115",127,106.67,35.4,2,86.5,781,5,156.41,23.03,0.83,15.47,23.665,46,4.21,21.43,2.543,2,NA
"ZJM1117",126,117,30.3,1.63,85.5,1974,10,197.4,28.11,0.81,49.53,21.255,57,3.41,17.29,2.527,2,NA
"ZJM1119",79,106.33,39.17,1.63,85,1380,8.33,165.89,20.51,0.8,26.23,24.31,55,6.89,20.29,3.108,3,NA
"ZJM1120",87,128,50.13,1.97,76,1549,6.67,241.5,24.22,0.88,35.33,22.985,51,8.25,34.09,2.68,3,NA
"ZJM1122",81,104,43.13,1.9,78.3,1370,6.33,234.31,22.05,0.9,28.27,14.935,71.5,6.48,21.4,3.349,3,NA
"ZJM1123",82,110,51.73,2.1,81.7,1308,5.5,238.73,30.31,0.9,37.18,20.435,56.5,10.35,35.03,3.07,3,NA
"ZJM1138",84,125,49.17,1.9,85.3,1366,7.33,189.74,27.61,0.78,34.73,21.42,42,13.93,51.82,2.301,3,NA
"ZJM1139",84,121.67,45.97,1.67,85.3,1893,7.67,247.3,25.75,0.93,46.41,20.21,47,6.76,27.55,2.823,2,NA
"ZJM1142",91,130,38.1,2.1,85.3,1245,8.33,148.86,30.31,0.83,33.66,19.845,50.5,12.8,53.27,2.641,3,NA
"ZJM1144",80,118.33,52.7,1.93,77.7,1570,8.67,181.1,33.78,0.85,49.75,20.41,45,16.87,52.59,3.121,3,NA
"ZJM1145",87,123.33,46.8,1.9,74,1878,9.5,197.91,28.15,0.82,48.47,20.78,40,6.06,27.84,2.678,3,NA
